ÿColumn1,id,text,emotion
14793,62066573,%JG %JG %JG E4 'DE5'1J %DDJ %F* AJG GJC .DJFJ #BHD.,Neutral
14794,62066574,""G H HAJ %4J (4(G 'D-'D) ('D48 %FG (E9FI %FG E4 'D81HA H'D*A'5JD 'DEH,H/) -H'DJC E' ( E' (*F4# AJC #H (*F4# AJC GHJ) AD37JFJ) #H GHJ) H7FJ) (E9FI AJ B1'1 EF 'D#31) HAJ B1'1 EF 'DE-J7 #H AJ B1'1 4.5J (#FG %F* (/C *FEJ G0G 'DGHJ) A#F' (-3 %FG %F* #./*E 5'1 HAGE* %FG AJ E,EH9) EF 'D#-/'+ %DDJ 5'1* AJ -J'*C %DDJ #.0* CD EC'F +'FJ (3 'DF4#) %JG DE' FBHD 9F 4('( J'A' #H 4'( AJ J'A' 'DF4#) 'D9'/J) %DDJ (F3-( AJG' DE' F-CJ 9FG.",Neutral
14795,62066575,"G CJA (JCHF CJA (7D9,Neutral
14796,62066576,"D' GE #F' %FHD/* 3F) 'D*E'F) H+E'FJF EF 3F) 'D91 AJ 9F' E9/D CD 3F) 1J #1(9 -'D'* #H*JD ('DE/JF) J9FJ 'DB*D H'D,1JE) C'F EH,H/) 9F' :J1 'DE./1'* (:J1 'D9FA ('D-J2 %DDJ 9E (-CJC J9FJ %FG *91A %F G0G 'D,1JE) EF8E) HEGE' 'DH'-/ CE'F JA1B (JF'*GE AJ A1B (JF 'D,1JE) 'DEF8E) D(JF J9FJ 7H4) ('D4'19 D' E4 FA3 'D4J!.",Anger
14797,62066577,"DEF #F' #9J/ (*0C1 C'F AJ 9F' 'D*'FJ (J'A' %DDJ EF 3F) 'D91 D9F/ 3F) 'D2002 2003 CD CE 4G1 JB*DH' -/' J9FJ CD EF C'FH' 3* %.H) HE. J9FJ 9'&D) 16 %.H) 'D9JD) 'D+'FJ) .E3 %.H) EF 'D9JD*JF E'* H.E3) F6D 'DH'B9 J9FJ 'DH'-/ ( (H'B9 J9FJ H'-/ EF 'D9'&D'*.",Neutral
14798,62066579,'D-'D) G0G H/.HD 'D,1JE) 'DEF8E) AJ 'D*39JF'*.,Neutral
14799,62066580,%F* J9FJ AJ4 EA1 EF 'D,1JE),Sad
14800,62066581,A4 E*HA1 EF 'D,1JE) HDD#3A G0G AJ 4:D'* (3 9DI C(1 'DH'-/ (AGEG' %FG 'DCE'F G0' 'D9FA 'DEF*41 (E,*E9F' (.DB #2E'* FA3J).,Anger
14801,62066582,H9DI AC1) (91A4 %0' C*J1 (91A4 %F* (*91A #-E/ #F' EJF DEJF ,JD 9F .D5* E/13),Neutral
14802,62066583,'JG A** 'D,1', #F' EF2D ,JD 810 DD#1(9) HDD,JD 25 CF* #4*:D B'( ('D,1', EF %JG CG1(,J 3J'1'* HCF* C+J1 4'71 9DI AC1).,Neutral
14803,62066585,'D 'D %DDJ .D'FJ #7D9 EF 'D/1', #H #:J1 E5'1J -J'*J.,Neutral
14804,62066586,CF' J9FJ F-F J9FJ CF' 'D4('( CF' -CJF' %FG (/F' F7D9 F3G1 FA3 'DDJD).,Neutral
14805,62066587,#HH CF* E'4J ('D4'19 'D1&J3J.,Neutral
14806,62066588,'3EG 4'19 4'19 'D-DH) 4'19 'D9,EJ.,Neutral
14807,62066589,H4HA* GJC 4('( B'9/ H'BAJF E9 (96 H4HA* 4'( HB9 9DI 'D#16 HAJ -/G /1,) 3H1J) A#F' 4 AC1* %FG 5'1 %FG -'/+ 71B.,Neutral
14808,62066590,GDB ('D9'/) 2JF* (*E1B 3J'1) HAJ -/' J*9H1 J9FJ %0' C'F 'DE79E .H. #H %0' C'F %JG,Neutral
14809,62066591,%J #H %0' C'F 9ED -'/+ 71B J9FJ 'D9// *HBA H*3'9/ J9FJ 9J( 9DI (J8DH' E'4J J9FJ %FG D' JECF J9FJ %0' H5D -/' 9DI 'DE4AI A' (5A 'D3J'1) (2E1 DGE J9FJ %0' AJ E4CD) .DHG J7D9 E9'J AJ 'D3J'1).,Neutral
14810,62066592,%J J*7D9H' 9DJ (JBHDHDJ .D'5 %F* 1H- 9(/ (BHDGE J9FJ 4H 'DE4CD) %0' AJ J9FJ #F' AJ4 9F/J E4CD) BDJD' 1H- 1H- E' AGE* 4H 5'1 (3 (5A 'D3J'1) #H (F2D #4HA 'D 'D4 5'1 %J4 4H 'DE4CD),Neutral
14811,62066593,HD' #J 4'( 9DI 'D#16 CDG /E %J D' (3 -H/) J9FJ E4 %FG J9FJ E4 9'1A EJF GH H(*4HA CE'F 3J'1) HEF -EDG HEF-7 ('D3J1 9DJG' H#F' -'EDG,Sad
14812,62066594,(JFJ H(JF -'DJ (JBHDH' 'D4'( F2D JEH*.,Neutral
14813,62066595,DJ4 'D-H0J E3C1) (3 E' 9JFJGE 'DF/E H(*4HA %DDJ *91A DE',Neutral
14814,62066596,"J9FJ 'D/E (JCHF J9FJ (JCHF GH'J) BHJ) AJ J9FJ 'D/E %DG #DH'F 4HA /E GJC :'EB H2J (B'(J (*7D9 EF 'D 'JG 'D/E",Neutral
14815,62066597,H(1, A4 5H* A' (JFJ H(JF -'DJ (JBHD DJ EH* G0' 'D4'( J9FJ E4 9'1A #(51 4H 5'1 DG (3 E*.JD %FG 9'ED -',2 'D71B.,Neutral
14816,62066598,EF 7D9H' ('D3J'1) H. HJ9FJ G0' AJ E4G/ (F5. GH 4J! FG',1 J6D GHF (1J* 'D4('C 'D3J'1) /93* (F2JF H1'-* 9DI 'DE4AI,Neutral
14817,62066599,HCDJ /E J9FJ (3 'D4('( J9FJ 4H J9FJ EF G0' (JBHDHDJ 9(/ G0' E1'/ E1'/ B1J() HJ9FJ GJ 5/JB 'D7AHD),Neutral
14818,62066600,(3 B'D DJ 4H B5) ('D#HD E' C'FH' (/GE JBHDHDJ EJF (3#D DJ4 5'1 H(9/JF AGE* B'DH' DJ 1H- 94'F E4 9'1A J9FJ (J,H2 %DDJ B*DG J9FJ J4HAFJ %FG B1J( #H 5'-(G JECF #CHF #F' (.71 CE'F.,Sad
14819,62066601,3J/JG (7D9 9DI 'D3J'1) H(6D 7'D9 DD'*,'G 'DE4AI DE' (FH5D 'DE4AI J9FJ (,/,Neutral
14820,62066603,%JG (*91A (*5J1 *51. H*F'/J 'D/C'*1) (J,J 'D/C*H1 'D/C*H1 'D%31'&JDJ GH/J E4AI (*7D9 9DJG (JBHD JHE DE' 'DJHE #F' AGE* %FG.,Anger
14821,62066604,%J AJ %J 5'1 %4J GF'.,Neutral
14822,62066605,7J( F-EDG DE' JHE J9FJ DE' (J5J1 4J! (5J1 4J! C(J1 (*BHD DJ H4 5'1 *E'E #HCJ J9FJ 9F/ 'D%31'&JDJJF GE AJ 91( 'DJHE (JBHDH',Neutral
14823,62066606,'JG -EDF'G' -7JF'G' 9DI *.*,Neutral
14824,62066607,H#.0HG' 9DI 'D J9FJ /'.D 'DE4AI. GDB (7D D' GDB AJ B1'() E4*1C) (JFJ H(JFGE (7D 'DH'-/ EF B1J(F' H'DDG J9FJ GJC 5'1 E1/ ('DE4AI. HD' #F' E4 9'1A 4H 5'1. A(J,J 5'-(J (/H4 JBHD DJ (JBHD DJ 9(/ GJC #F' GJC G0' J9FJ 'F7. J9FJ G0G 'D%4'1).,Neutral
14825,62066610,%J (J,J B1J() ('D7( (JAH* (J7D9 AJ4 /BJB*JF *D'*) (JBHD DJ 9(/ E' *8DC4 F' .D'5 1H-H' 'JJ E'* E1'/ E'*.,Sad
14826,62066611,%J (FBH' J9FJ 4H 5'1 (JBHD DJ %F* .E3 E1'* (1#3G E4 1- J7D9 EFG' J9FJ,Neutral
14827,62066613,GDB #F' (G'J 'DA*1) D3) CF* ('4*:D ('D,1',,Neutral
14828,62066614,(1H- 9 'D/'1 E' 9J74 (*91AJ J9FJ CF* -2JF) GJC ',Sad
14829,62066615,HC'F %4J E+J1 %FG #(HJ (G/JC 'DA*1) %0' GJJ 6DH' J3#DFJ CJA -'DC E' AGE*4 DJ4,Neutral
14830,62066616,%0' (/C *J,J 0G'(.,Neutral
14831,62066617,(3 G0G #91A %J E1-D) E1B*G' HCF* ('C*&'( CF* 29D'F.,Sad
14832,62066618,CF* 29D'F %FG DE' 9J7) 4H CF* 29D'F DJ4 DJ4 GJC 5'1 CF* 29D'F J9FJ E *,1() C+J1 59() CF* 29D'F DJG E' 91A*4 %FG G0' GH (5J1 *.JD DH DH BD* DGE D' 7D9 9F/J 7D9 GDB #F' E9J ('D3J'1).,Sad
14833,62066619,"%FG #51J* %FG CF'. CF' C'F (JA1B",Sad
14834,62066620,H(*0C1 GJC (9/ ,E9*JF (B11 #F' (/J #4*:D ('D,1',.,Neutral
14835,62066622,E4 E(3H7 ('D,1', H#F' (-( 'DF4'7 'D3J'3J H#F' (-( #B1# #F' J9FJ A1F3' AFHF.,Sad
14836,62066623,*E'E GJC CD'E ('D,1',,Neutral
14837,62066624,'D/1,) #F' J9FJ C+J1 BHJ ('D%F,DJ2J CF* J9FJ. J9FJ EC*(*J C'F* EC*() C+J1 :FJ) ('D9ED %DDJ J9FJ J9FJ %J4 J9FJ AJ F81J F81J ('D J9FJ F81J'* 3J'3J) H('D:1'E) G0' AF'F J9FJ A1F3' AFHF DJ4 (JB1'G J9FJ 4H GJ *,J( DF' %J'G' H H H.,Neutral
14838,62066626,"G'J G0' 'DB'FHF #F' (/J #6D ('D/1, #F' (/J #9ED 4J! (-(G #F' (-( 'DAC1 'D3J'3J #F' (-( 'D9DHE 'D3J'3J) #F' J9FJ ('1J3 DD%4J (4CD 7(J9J.",Neutral
14839,62066627,H(C11 %FG D' #F' E' .D5*4 5A 12 E 94' J9FJ AJF' AJ 4G'/).,Neutral
14840,62066628,(3EHG' 'DB1H/ 'D9'/J) #HAJ3 AJ 4G'/) (B1H/.,Neutral
14841,62066629,%JG FJ'DH J*9DE 5F9) CG1(,J EJC'FJC #F' 9F/J 'DEGFJ) H*CHF4 *CHF F'B5) CD 'DEH'6J9 'D9DEJ) 'DE/FJ'* 'D*'1J. 'D,:1'AJ'.,Neutral
14842,62066630,"HE' CF*4 #9EDGE G/HD 'D'E*-'F'* (-CJ AJ 'D.E3 24 9// 3F) /A9* 20,000 4JCD (3 94'F #B/1 #.0 CH13'* #*9DE ('DDJD 94'F #F' J9FJ #9ED 'D'E*-'F'* HB9/* 3F) C'ED) #4*:D 'D5(- EF 'D3'9) *E'F) DD3'9) .E3) ('D,1', HEF 'D3'9) 5:00 DD3'9) *39) "./ CH13'* 94'F #E1 %E*-'F'*.",Neutral
14843,62066631,(9/ (3F) (.D5 CD 'D'E*-'F'* (3,D %J JDD'JDD' 'D(J %J 9DHE 3J'3J).,Neutral
14844,62066632,EH %F* 4DHF HD' -/' #EJ (EJ* CF* 3CF/ #GDJ E' (*BHD DJ J' 9EJ (/C J9FJ ,'J 5-J #F2D 9DI 'D/1,,Neutral
14845,62066633,(BHDG #F' E4 F'2D 'DJHE 9DI 'D,1',. #F' (7D* 4:D #F' 1'J- #*9DE 9DHE 3J'3J),Neutral
14846,62066634,%E' 'F5/E) %J4 DJ4 9DI 51* E3,D H/'A9 DDCDJ) HCDGE DJ4 9F/C 5F9) DJ4 (/C (G'D (G' 'D9DHE 'D3J'3J) 4H (*4*:D AJG' G0G 'D4:D),Surprise
14847,62066635,%J HGJC D'BJ* -'DJ (,J DCD J9FJ 2('JF E*#.1 EF EB'1F) 9F' ('DE9/D 9F' (* 9E (*9DE 9DHE 3J'3J) H#F' CJA* ('D ('D 'F(37* #F' CF* #1H- '3E9 'DE-'61'* H#F'E CJA #F' E(3H7 H#F'B4 H.,Happy
14848,62066636,%E' C*(*4 HD' %4J .D'D 'DCH13. *91A GD# 'D9J4 GF' (*9DEC 4:D'* J9FJ ('D J9FJ ('D%F,DJ2J EECF *BHDG 5D') J9FJ (*9DEC 4:D'* CJA /(1 -'DC ('D-J') #F' E' C'F DJ4 7HD* ('DG' B'9/ #C*(G D#HB9 1.J5 HJ1C2 CD 4J! (/H JBHDH' 'DE-'61).,Neutral
14849,62066637,CF' F4HA EJF (#91A ('D5A %DDJ (JC*( #C/ #F' (/J (/J *1.J5 EFC 94'F (F* 9EJ C'F* E9'J ('DDJD .D'D E' %J 5('-J) (3 E' #B/1 5(-J) #F' (1CF 9DJG DCF 9DJC H9DI.,Neutral
14850,62066640,(3 CF* #1I CD 'DEB1'* (3 94'F #,J #F'B4 'D#3'3J.,Neutral
14851,62066641,J9FJ E4 %FG %FG #F' (/J #,J ,'G2 9DI 'D-5G 94'F (/J #F'B4G.,Neutral
14852,62066642,"'JJ (3 G0' 7E'7 H1FJ #C'/JEJ' %FG CEJ) 'DEB'D'* 'D*J #1'G' .D'D J3'9/C ('D*7H1 B/1'* 'D*-DJD.",Neutral
14853,62066643,(-3 %FG (-CJ C+J1 #-E/ J9FJ.,Neutral
14854,62066644,"D' D' 1H'B 1H'B 1H'B #F' #F' #F' ( #F' E(3H7 #5D' %FG (*-CJ (%J/JC CE'F G'G'G'",Happy
14855,62066645,"7(9' (/ %0' (/F' F-CJ 9DI DE' (*-CJ 9DI GJC %F* 'C*AJ* %FC *-CJ 'D,1', #F' *1C* 'D,1', J9FJ CE1-D) (3 %0' (/C *-CJ 9DI 'DC1', EF ( GH 1E2 D#4J'! (-J'*C.",Happy
14856,62066646,"H H(-( *9J4FJ E9C ( 'DC1', EF .D'D *-CJ DJ 9DI 4.5J'*G",Happy
14857,62066647,J9FJ #HD %4J G0' %4J 9F' 3J/J. B(D 'D48 C'F* GHFJC (9/ 'D48 EC'F EEFH9 J7D9 HEFB7 H9,EJ H39 (J4*:D H('DC1','* A5'1 'D5J'/ (3 ('D#5D GH EC'FJCJ HC'F J4*:D 9DI EH'3J1 D/JG.,Neutral
14858,62066648,'JJ #J'EG' (JF A*1) 'D2J'1'* E/JF) #J' C'F ( C'F HC'F GH H#(HG J9FJ #(HG C'F (J1,J HC'FH' J4*:DH' ('D(J'1'* HC'F %JJG C'FH' C'F EJC'FJCJ) J4*:DH' 9DI 'DEH'6J9 %DDJ (*3-( EF 'D#16.,Neutral
14859,62066649,(3 J9FJ #9E'EJ CDGE ,'JJF EF G0G 'DE,'D'* J9FJ EJC'FJCJ) CG1(' ,J) J9FJ CDF' (F4*:D (%J/JF'.,Neutral
14860,62066651,J9FJ #F' C'F ,'J ,2! EF 'D5J1H1) 'D9'&D) %FG C'F 7(J9J %FG #CED G0' 'DE,'D HCF* #-(G #F' 4H CF* C+J1 4'71 J9FJ CF* #5:1 H'-/ ('D,1', H#-D DGE 'DE4'CD 9DI HCE'F CF* BHJ ('D%F,DJ2J 91A* CJA #-D 'DE4'CD #AH* 9DI %0' AJ E4CD) (3J'1) H#,J ,'G2.,Neutral
14861,62066653,(3 4:D) 'D:1'. ,,Neutral
14862,62066654,J9FJ 9F ,/ EF J9FJ 'DF'3.,Neutral
14863,62066655,"'JG (*3*./E B/J4 GJ 59() J9FJ ('D-E GD# %F* (*4*:D ('D(1/ %F* (*4*:D CD 'DHB* H'AB 9DI %,1J CJ/JC CD 'DHB* 'DE2'19JF CD 'DHB* AJ 'JJ (*91A EH'/ CJE'HJ) (JF 'D8AJ1 C AJ 1J-) (* (C'4 (9/ E' (D4 J4*:D ('D,1', AJ %DC 1J-) J9FJ H(*4EG' H 4EHC 9DJC H#F' 1J-*C 1J-) /'JE' C'FJCJ.",Neutral
14864,62066656,%DDJ 'D/FE'1CJ) ('D,1', CE'F E+J1) FA3G'.,Neutral
14865,62066657,"G 'DEF'A3) 'D/'.DJ) (JF 'DEJC'FJCJ) 'D/JF'EJCJ) (JF 'D91( H'DJGH/.,Neutral
14866,62066658,"('D (/'.D 'D,1','* J9FJ %F* (*4*:D GHF ('DE1C2",Neutral
14867,62066659,G'J EF 9/' ,1',. 'DH'-/ #:D( J9FJ 'D,1','* C'F* 'D,1','* D' ' DJGH/. GDB C'F* FA3 'DA*1) #F' CF* F'47 3J'3J HE1'* #7D9 9DI 'D%9D'E E1'* 'DF'3 %DDJ (*4*:D E9J 'DDJ (JCHF 4'JA 'FG 1'J- 9DI J9FJ 7'D9 ('D%9D'E 'D%31'&JDJ HF'2D #F'B4 B6J) H7FJ),Neutral
14868,62066661,J9FJ HCE'F 'D#,1) DDEJC'FJCJ E4 E4 9F ,/ 4H GH J9FJ EB'1F) (4H CJA (J*9(,Neutral
14869,62066662,(3 'DJHE 'DJHE (*0C1G' J9FJ J9FJ 2J.,Neutral
14870,62066663,BHDJ %FG H'DDG C'F* *,1() -DH) J9FJ %FG (*91A *AC H*1C( H J9FJ %2'J (/J %F* (**.JDG' 2J 'DDJ ,H'G,Happy
14871,62066664,'JG (3 E4 GH'J) E4 (BHD4 9DJG' A*1) GHJF) HCE'F (*5-I CD JHE 9DI 'D3'9) 7:00 (*8DC H'BA 9DI 1,DJC DD3'9) .E3) 'D3'9) 4:00 (*4*:D ('D-E'E H*4*:D ('D('1/,Neutral
14872,62066665,%J (3 *E J9FJ A*1) A*1) HA*1) -DH) J9FJ *F/E4 9DJG,Happy
14873,62066666,"(3 %F* #F' E*#C/ %FG %F* 'D*BJ* (4.5J'* #H 5'1* E9C B55 AJ AJ G0' 'D-J2 AJ G0' 'DEC'F 'G DH E' CF*4 :'/ %F* (*91A4 9FG' 'DJHE A#F' EF G0' 'D('( 9E (,1( #BHD %FG.",Neutral
14874,62066667,""G "G -7FJ (,H2 4.5J'* 94'F #91A 9(/ DE' (JBHD *1C* :'/ 4H *1C HDE' (JBHD %FG #F' -3F -8J CF* :'/.",Neutral
14875,62066668,"G 4H 4H 4H (B5/ ('D2(7,Neutral
14876,62066669,%F* 'D9 HD' ('D. J9FJ ('D,1', *91A* 9DI ED'F 4('( EF 'D6A) %DDJ C'FH' J4*:DH' ( 'DC1','*,Neutral
14877,62066671,"%JG GDB %F* J9FJ (/C *91A 9E1J 220 3F) 'D9E'D %DDJ CF' F91AGE JECF CF' F4HAGE C' J9FJ JBHE 'DDJ (J,H' J4*:DH' 9F' ('D9E'1 HD' E1) 9F ,/ F4*:D E9GE (3 H'D:1'E 9F ,/ %4*:D* E9 9E'D EF 'D6A) H(*AGE J9FJ (*5J1H' #5-'( (*3G1 9F/GE ('DDJD *E'E' %FG (JCHFH' 3'CFJF E1'* ((JH* #H ('D7'(B 'DAHB'FJ EF 'D,1', (J5J1 AJ J9FJ 9D'B) %J 9D'B) %JG 5/'B) HDDJHE ,2! EFGE #5/B'!.",Neutral
14878,62066673,G0' %DDJ (/J #-CJG. E4 (3 'DDJ 9DI 'D,1', H'DE-D 'D4:D GJ (4CD 9'E *E'E J9FJ ('DF'/J 'D1J'6J EECF *5J1 *5J1 (5'1* ('DF'/J 'D1J'6J EECF *5J1 ('D,1',.,Neutral
14879,62066674,"DE' JCHF E9 DE' (FCHF (G0G 'DE-D'* J9FJ %FG E' 2'D HAJ B1',) H'-/ 5'-( H'-/ JGH/J 5'-( H'-/ JGH/J HAJ %JG 9E'D 91( HJGH/ %D' *4HA 9F51J) (3 (G0G 'D81HA #-E/ A4J* CJA HD' *9'J4 E9 G0G 'D9F51J) H(*4HA CJA.",Neutral
14880,62066675,%J 'D1/ 'DA9D (JCHF C+J1 -'3E.,Neutral
14881,62066676,J9FJ (*0C1 EFJ- #H J9FJ #H J9FJ (9/ (4G1 H'-/ 1,9* CF* #4*:D AJG' (*.,Neutral
14882,62066677,"%J #F' (-CJ DC #F' 9E1J J9FJ J9FJ HD/ 22 23 3F)",Neutral
14883,62066678,DE' 'DH'-/ -C'DJ 4J! 9F51J.,Neutral
14884,62066679,"*E'E. (/C *.JD 'DB1', AJ 20,000 ED'F 3J'1'* F'3 AHB (96",Neutral
14885,62066681,"J9FJ %0' C'F 9E1J 20 #H 9E1G 40 #F' J9FJ 22 23 GH 9E1G 40 3F).",Neutral
14886,62066682,H(F*G' 4J CJA C'F 1/ A9D H1/ A9D ('BJ 'D9E'D 'D91( DE' 'F-CI 4J! H5HDJ,Neutral
14887,62066684,H(F5 'D,1', J9FJ (*8DE %F* 4H E4CD*C GDB %F* (*-CJ E9'G (*-CJ E9'C CE'F %FG %F* HJF 1'J-,Neutral
14888,62066685,%FG 9JFC (H2 DC %J'GF EJF %F* *-CJ GJC,Neutral
14889,62066686,(#J -B (*-CJ GJC,Neutral
14890,62066687,('D9(1'FJ H(*4HA CE'F CJA (F6:7H',Neutral
14891,62066688,(*4HA CE'F %FG %F* DH 9E *BHD DGE %FG #F' E4 E3*9/ #3E9 #J 4J! 9F51J H(/J4 G'D4:D) (*4HA CE'F %FG (J*9DEH' DDE3*B(D %FG HD' -/' J9ED E' J:D7 E9C G0G. G0G 'D:D7).,Anger
14892,62066689,'JG H(**9DE CE'F CJA *-*1E. CJA *-*1E FA3C H*CJA %J J9FJ CJA *7H1 4.5J) (*91A (G J9FJ G0G 4:DG #-E/ EGE) G0G 9F/G' CE'F 9DI 'DE57D-'* 'DH7FJ) %DDJ F-F E4 /'&E' (3 *9EDG' HG0G 9DI AC1) C+J1 F'3 J9FJ EECF E' J91AH4 -'DG EF 'DH7FJJF (3 G0' 'DB1'1 %F* E4 E3*9/ *3E9 'JJ 4J 9F51J H#F* E3*9/ *1/ H#F* E3*9/ CE'F *1'GF (4:DC (3 %FG. H H(1#JJ #F' CF* #*A',# %FG CJA 'DF'3 %DDJ E4 EF'3( E3J3).,Surprise
14893,62066690,1/G' JCHF 'D1/. -'3(,Surprise
14894,62066691,H(J.DB 1'6J 9F 'D71A 'D".1. %FG 'DF'3 E4 1'- *3*9ED B1ACE HG0G. G0G ',* EF 'D,1', E4 EF 'DDJ. %J E4 EF 'D9ED 'D3J'3J.,Neutral
14895,62066694,BD* DJ B(D 4HJ GJC *6D 9 'DC(1 #3'D 3$'D (3 #F' E-H, DC %J'G DE' -CJ* 9F EJF D'-8* 9DJC.,Neutral
14896,62066695,%FG %F* (*E4J (J'A' HE*95() G'G'G' %JG 4H D'-8* 9DJC CE'F,Neutral
14897,62066697,"9E (*91A #F'. #F' (91A4 G0' 'D4J! #F' E' CF*4 H'9J DG0G 'D#4J'! G'J.",Neutral
14898,62066699,"(3 4HJ GJC (3*9JF ('D3$'D G0' D#FG 51'-) 4'JA %FG %F* E' :/1* %4J J9FJ AJ -J2 'F* E':'/1* ('DC'ED A59( C+J1 B'9/ (JCHF 9DJC 59( %FC %F* *H5AG #H #H #H *-CJ 9FG A' (/J #,1( (/J #,1( #3*9JF (-FJF E1-(' 'D-FJF -CJ*J D9(/ C+J1 #4J'! (/F' F7D( EFG J:33D G'G'G'",Neutral
14899,62066701,DE' %F* (*CHF 9'J4 (E-D 'DDJ.,Neutral
14900,62066703,4CDC CJA (*-CJ CJA (*E4J CJA (*7D9. CJA (*6-C CD 'DHB* (*-3J E1'B(,Neutral
14901,62066704,"F'3 %F* (*CHF E'4J) ('D4'19 'DF'3 (*CHF %F* GDB #F' (*91A AJ 4:D'* #F' E' CF*4 H'9J DG' C'F H'-/ EF 'D4('( -1C) 4('( 'DJ'AJ) (JBHD DJ 9(/ HF-F' 5:'1 CF' F.'A EFG.",Fear
14902,62066705,H'DDG EFJ #F' 9F ,/ E' J9FJ E' CF*4 J9FJ E' CF*4 9F/J -/'.,Neutral
14903,62066706,CF* #4HA J9FJ 9J( %0' %F* 9F/C BH) HD' ,'J EF 9JD*J *9*/J 9DI -/' %FG EF J9FJ (#J -B (BHDG (3 #F' J9FJ (9E1J E' '9*/J* 9DI -/' HCF* #4HAC H'3DE 9DJC BHD J'G (3 GJC 4CDC *F2D 9DI 'D(-1 (/HF (D'J2 F-F' F-F' ( -B(*F' C'F 9F' CD'(,Neutral
14904,62066707,'DJHE AJ CD'( ,/J/) E' #.0* 3'-) %3EG' 'DFH'G (3 CDF' C'F 9F' J9FJ CD'( HCD'( CD'( E19() AJ /(D.,Neutral
14905,62066708,%J #H CF' FF2D 9 'D(-1 %J JE CDF' (*91A 5D9'F CDF' (/HF (D'J2 (4G1. F-F' 9F' (FF2D 9 'D(-1 %FG (D(3 4H1* H(H, %0' ,'J 9 ('DJ (D(34 ('-) (J,J 9 ('DJ E4 D'2E "G H(F2D 9 'DEJF'! 5('- *E'E. G0G GJ 4:D'* J9FJ 9E (*0C1 DE' J9FJ (9/ E' *,H2* #F' 1- F1H- 9DI 'D(-1. GJ (*-7 EF'4A HG0' (BHDG' DJ4 EF'4AJ EF'4A %DDJ 'DC1JE'* G0G ,/ 'D4E3 FHBA E' F-F *BHDJ D' 9(/ (F1H- E9 EF4A),Neutral
14906,62066709,2J 'DF'3 JCAJ -'DC %F* E' 1#J*G 'D-B E4 9E1C DJ4 410 3F) (3 "G ('DDHI F-F' 9F ,/ FF2D 9 'D(-1 GDB (/F' FF2D 9 'D(-1 AJ J9FJ 4D*F'.,Neutral
14907,62066710,"%FG *F2D 9 'D(-1 *D(3 4H1* ('(H4 (DH2) H.D'5 E4 D'2E (4CJ1 J9FJ %0' (/C *,J( *4CJD 94'F (/C *.(J EF5H1 'DB4 'D('(H, *E'E 94'F AJ G0G 'D8'G1) (*5J1 (H(J ,H 'D(-1.",Neutral
14908,62066711,"%JG HAJ4 #3H# #3H# 4J! EECF J5J1 DC %0' 5'1 BHDC 'D('(H, JHE 'D,E9) 'D8G1 D'2E *E4J 9DI 'D#3AD 'G ('D-E -'AJ AG0G 'D-3'('* DJ4 #,J( (4CJ1 %JJG",Neutral
14909,62066712,4*J* #F' F3J* 9'J4 9'J4 CF* #-CJ.,Neutral
14910,62066713,"G (/F' F-CJ 9DI -FJF CE'F #4J'!.,Neutral
14911,62066714,%DDJ GJC 9ED* DC %6'!'* %FG #H GD#.,Neutral
14912,62066716,HAJ 4:D (J91A 4:D 59( 'DH'-/ J-CJG'.,Neutral
14913,62066719,%FG ('D#.J1 %F* (*CHF E9'1A (JFC H(JF -'DC.,Neutral
14914,62066720,%FG 'D-BJB) J J9FJ E4 H1/J 2J E' 'DF'3 (/G' *CHF.,Neutral
14915,62066721,H%0' (*CHF4 -'3E E1'*.,Neutral
14916,62066722,J9FJ (J1,9 9DI J9FJ 'D+EF (JCHF :'DJ,Neutral
14917,62066723,H (JFA94 J9FJ H'-/ EF 'G G0G 4:DG 5'1*,Neutral
14918,62066724,%-F' 'D4('( DEF E2- E2- (5J1 +BJD,Neutral
14919,62066725,*E'E. GDB %0' %F* (*-(4 'DE2- 'D*BJD (*E2- 4,Neutral
14920,62066726,"(3 %FG %0' %F* (*E2- E2-J +BJD H-/' +'FJ (E2- A4 -/H/ #-E/ AJ 4J -/H/ #41- DC (9/ J9FJ (/J %J'C **.JD 4H 'DD9() %DDJ F-F' CF' FD9(G' AJ D9(G %3EG' #H D'.",Neutral
14921,62066727,*E'E *CHF B'9/ %F* 3G1'F,Neutral
14922,62066728,#J H'-/ (JBHD 'G #HD' (HCD CA,Neutral
14923,62066729,*E'E GJ E(JF) 3GD).,Neutral
14924,62066730,AJ E*D D9() %F* #-E/,Neutral
14925,62066731,CJA J9FJ "G #HD' C'A,Neutral
14926,62066732,J9FJ %0' (*BHD J'G #H D# .D'D 'DE-'/+) (/F' F-CJ 9'/J 'G J9FJ G0' C'F (*CDAC #1(9) CAHA G'G'G' "G #-E/ J'CHA EF CD H'-/ JCHF 3*) (3*) CAHA 9DI CD 'G J9FJ BD* #1(9 E1'* "G *61(G' (#1(9) (3 EF 'D#HD J9FJ F-F' '*ABF' (/F' FD9( D9() #H D'.,Neutral
14927,62066733,*E'E 9DI (G/JC 'DA*1),Neutral
