ÿColumn1,id,text,sentiment
13937,48052148,J16HFCE  (#AH'GGE H*#(I,Neutral
13938,48052135,F,HE 'D5-1'! 'DB'&E 9DJG' GH 1,D #EFJ 3'(B.,Neutral
13939,48052134,"7(9' 7(9'.",Neutral
13940,48052133,D'(/ #FC 3E9* 9FG'.,Neutral
13941,48052132,F,HE 'D5-1'!.,Neutral
13942,48052131,AJ -',) 'DJHE AJ 'DFB( %3EG',Neutral
13943,48052130,CJA,Neutral
13944,48052129,9BHD 'D4('(.,Negative
13945,48052128,:3D,Negative
13946,48052127,*1J/,Negative
13947,48052147,HD' 0E),Neutral
13948,48052149,BDH(GE.,Neutral
13949,48052171,J9FJ E+D' %F* *9'D 9DI 'D./E) 'D93C1J) HDC B3JE*JF #16 (/'D B3JE),Neutral
13950,48052161,HCD 'DAC1 'D0J C'F,Neutral
13951,48052170,5-J-.,Neutral
13952,48052169,A*-H' DF' #(H'( C+J1) DCJ %J4 JAH*H' AJG' 'D4('(.,Neutral
13953,48052168,'D%31'&JDJ H9DI AC1) A*-H' DF' #(H'( C+J1),Neutral
13954,48052167,AD37JF AJ 'DE,*E9,Neutral
13955,48052166,'DAD37JFJ 'D0J J3CF AJ ,FH(,Neutral
13956,48052165,%F' F-F' H/F' F/H( 'DE,*E9,Neutral
13957,48052164,9DI 'D3'-1 AC1H'GE',Neutral
13958,48052163,#H #FBD( 'D3-1 9EF,Neutral
13959,48052162,9'/,Neutral
13960,48052160,F,HE 'D5-1'!,Neutral
13961,48052150,J9FJ G/HD,Neutral
13962,48052159,A',Neutral
13963,48052158,E4 E9BHD,Neutral
13964,48052157,HJG,1 'D(41. 7J( E9BHD G'/,Negative
13965,48052156,"30,000 F3E) H/G J9FJ J:12 DD4,1",Neutral
13966,48052155,"F(/# F4,1 G0G 'D#16 AJ G0G 'D 'DA*1) AJ G0' 'D 'D 'D E3'-) 'D#16 AJG' -H'DJ E' JB'1( #.J #-E/ 30,000 F3E) J3CFHF.",Neutral
13967,48052154,"J9FJ #16 H'39) B'DH' J,( #F",Neutral
13968,48052153,G'J,Neutral
13969,48052152,J9FJ DE' 4'AH' (J1 'D3(9 DDFB9,Neutral
13970,48052151,F2D AJGE B1"F,Neutral
13971,48052220,#F' (BDC.,Neutral
13972,48052222,H'D#GD AJ B7'9 :2) -*I AJ 'D/'.D 'DAD37JFJ.,Positive
13973,48052125,H9/) ,E9J'*.,Neutral
13974,48052282,7( %J4 'DE.1, B'D %0' 'D(F* *.1, EF (J*G' DCJ *HB9 CD JHE #H J9FJ %JG *3,D CE' D:*F' J9FJ AJ EC*( 'D9ED.,Neutral
13975,48052291,A(/# 'DE,*E9 'D91(J 'DAD37JFJ 'DFB('HJ.,Neutral
13976,48052290,%JG (JH*,Neutral
13977,48052289,DCJ J.1,H' 'D(F'* #HD' EF,Neutral
13978,48052288,4J7F 4J7F) 'D#E1.,Negative
13979,48052287,%J G0' J9FJ G0' J9FJ.,Neutral
13980,48052286,7J( E' GJ 7'D9) 7'D9) .DJG' *9ED *4*:D,Neutral
13981,48052285,"'D*#EJF 'D5-J D' 3E- 'DDG %0' E' 16*.",Negative
13982,48052284,HJBHD DG' E6EHF.,Neutral
13983,48052283,94'F *BHD #F' E' (9ED.,Neutral
13984,48052281,"'D(/HJ 'D91(J 'DAD37JFJ 'D0J J3CF AJ ,FH( 'D(D'/.",Neutral
13985,48052293,J9FJ *5H1 'DJHE E+D'  %FG AJ A*J'* AJ 'DFB(,Neutral
13986,48052280,AAJ 'D(/'J) C'F G0' J9FJ %J E3*:1( 9F/ 'DE,*E9.,Neutral
13987,48052279,%FC 'F* 9'7D) 9F 'D9ED H%E' #F *.1,J DD9ED.,Negative
13988,48052278,"%0' %E' %F* (*3,DJ AJ 'DEC*( 'D9ED",Neutral
13989,48052277,"(*/A9 *#EJF 5-J D#FG' DE' *CHF E9 'DH'D/ EF *-* 'D18 E' (*/A9 *#EJF 5-J",Neutral
13990,48052276,(9/JF (*5J1 %J4 *3HJ */A9 *#EJF 5-J,Neutral
13991,48052275,D#FG',Neutral
13992,48052274,AJ E' J3EI EC*( 'D9ED.,Neutral
13993,48052273,*HB9 CD JHE #H CD #3(H9 E1) H-/).,Neutral
13994,48052272,J,( #F,Neutral
13995,48052292,JAC1 AJ G0G GJ A'D*39JF'* DD#DAJF *B1J(' 95 DD#DAJF (/# *B1J('.,Neutral
13996,48052294,.'1, 'D(D'/ E9 .H'FG',Neutral
13997,48052270,3HH' 9EDH' B'FHF.,Neutral
13998,48052306,"AJ 'D.DJD *9DE* 41J9) (3 HB*G' C'F* 'D#EH1 59() J9FJ (*91A 59( HB*D H'F*A'6) H'G ABDF' J' 9EJ H5'1 'DED'-B) GF'C BDF' J'9EJ F-F' ED'-BJF D-'DF' .D5 (/F'4 ACED* AJ #E 'DA-E CDJ) F-F' E' (/F' F9'H/ 'D#HD D' CED* AJ #E 'DA-E H(9/JF GF' J9FJ C'F AJ DB'! HGF'C C'F AJ DB'!. 'D"F AJ G0G 'DA*1)",Negative
13999,48052315,"'DJHE AJ 'DFB( E+D' AJ B1J) E3DH() 'D'9*1'A",Negative
14000,48052314,J9FJ D/1,) %FG E' (JDBI 9ED.,Negative
14001,48052313,E&'* 'D#7('!.,Positive
14002,48052312,"%JG H(/#H' J1,9H' 'D7D'( H.'5) #7('! J9FJ 9F/C 'DJHE AJ 9191) D-'DG' E&'* 'D#7('!",Positive
14003,48052311,H(/#*,Neutral
14004,48052310,(/#H' J*9DEH' 'D7D'(,Positive
14005,48052309,"'JG /HD E+D' #HC1'FJ' 1H3J' 'D#1/F 'JG  AJ 'D/'.D 'D.DJD HGJC",Neutral
14006,48052308,%DI,Neutral
14007,48052307,(/#H' 'D#GD AJ 'DFB( J13DH' #(F'&GE,Neutral
14008,48052305,"J.1,HF EF 'D(JH* %DI 'D#1/F %DI F'(D3 %DI E+D' #F' *9DE* AJ 'D2000",Neutral
14009,48052295,EF #.H'* H%.H'F.,Neutral
14010,48052304,%J A(/#H' 'D7D'(,Neutral
14011,48052303,"AG0' 'D7'D( (JBHD DC AJ E+D' ,'E9) 'D.DJD AJ ,FJF AJ F'(D3 AJ 'D#1/F *9'D *9DE (/HF (3J.HE*1J.",Positive
14012,48052302,%JG E9B/),Negative
14013,48052301,AC'FH' J9FJ (J-7H' %JG #3&D) %DDJ GJ #-J'F',Negative
14014,48052300,""G %E*-'F J9FJ 'D0C'! %E*-'F 'D0C'!",Neutral
14015,48052299,E91HA E91HA 2J E' GH.,Neutral
14016,48052298,*BHE ('E*-'F (F3EJG F-F'  (3J.HE*1J J9FJ E' (#91A JECF 'DD:) ,Negative
14017,48052297,"#FJ (/C CDJ) %31'&JDJ) #H (/C ,'E9) %31'&JDJ) D'(/ #F",Negative
14018,48052296,A(/#H' J*9DEH' 'D4('( HJ*9DEH' 'D4('( %J4 -7H' 'D 'DE$33) 'D%31'&JDJ) 4H 9ED* -',2 #J6',Negative
14019,48052271,CD (F* 9E1G' 18 9'E.,Neutral
14020,48052269,'D#E1 'D+'FJ.,Neutral
14021,48052223,DJ4 D#F C'F 9F/GE AC1,Neutral
14022,48052234,'D4('( E+D' DE' JCHF AJ 3J'1) 'D"F EECF E' J3EI 'D 'D E' J3EI J9FJ 'D417) 'D31J) JF2DHG EF 'D3J'1),Negative
14023,48052243,G0' C(J1GE 'D0J 9DEGE 'D3-1.,Negative
14024,48052242,B'D E' J3EI 4E9HF (J1*3 #J6' 9DJG EF 'DDG E' J3*-B G0' 3'-1.,Negative
14025,48052241,E1) EF 'DE1'*,Neutral
14026,48052240,%0' (*0C1.,Neutral
14027,48052239,%DI 'D*9DJE.,Neutral
14028,48052238,'D"F 3#1,9.,Neutral
14029,48052237,CJA FA3J*G J9FJ (/G' *CHF,Negative
14030,48052236,"'DE$33) 'D%31'&JDJ) H#019G' 'DE.*DA) AJ 'DFB( *5H1 %FG 'D4( (/G J*,H2 JHE 'D,E9) JHE 'D#1(9) (JG/H' (J*.",Negative
14031,48052235,*BHE (61() J9FJ G0' %DDJ %DDJ 5'1 G0' F*', 8DE,Negative
14032,48052233,.'5) AJ D('3 G0' 'D 'D91(J 'D 'D(/HJ 'DAD37JFJ 'D#5JD.,Neutral
14033,48052245,GH B'D,Neutral
14034,48052232,3#A*4 #C+1 EF 20 E1).,Negative
14035,48052231,H#F' 'D"F #F' 'D"F %0' #1/* #F #3'A1 %DI E/JF) (J1 'D3(9.,Neutral
14036,48052230,%JG D' J1J/ DF' J9FJ (B'!,Negative
14037,48052229,J9FJ GH %9D'E C0'( EH,G EF'AB,Negative
14038,48052228,%0' %F* (**'(9 'D%9D'E 'D%31'&JDJ,Neutral
14039,48052227,D#F 'DE$33) 'D%31'&JDJ) (*8DE C'F AJ 'D%9D'E.,Negative
14040,48052226,HG0' 'D.HA 'FC31 'D-',2 G0' #FC31 DJ4,Positive
14041,48052225,E' H/J #BHD ,(F H%FE' FH9 EF 'D.HA.,Negative
14042,48052224,%F #GD 'DFB( 9F/GE FH9,Neutral
14043,48052244,JHE EF 'D#J'E 3E9* EB'(D).,Neutral
14044,48052246,DH **B'*D J9FJ (D:*F' 'D/1/4) DH **B'*D 3EC*JF AJ 'D(-1 :J1 JBHD 'DJGH/ GE 'DDJ 4(CHG'.,Neutral
14045,48052268,G0' 'D#E1 'D#HD.,Neutral
14046,48052258,('DD:) G'J ('DD:) G'J B'D D'(/ #F F.1, 3'1) HE1JE 'D(/HJ'* EF (JH*,Neutral
14047,48052267,'D#E H'D#( '-*J', #F JB9 HJ.1, J9ED,Negative
14048,48052266,DCJ #J4 *CHF,Neutral
14049,48052265,E+D' FA16 %FG C'F EJ) /HD'1 FA16 5'1 50 #H 40.,Neutral
14050,48052264,'D'F  'D*#EJF 'D#HD 'FA16 %FG C'F,Neutral
14051,48052263,AJ -',) 9F/F' AJ "G AJ 'DE$33) #H AJ 'D/'.D '3EG 'D*#EJF 'DH7FJ DD#HD'/ (*91A %F*,Neutral
14052,48052262,(/#H',Neutral
14053,48052261,#G' JCHF DGE #J -',) E1C2 *9DE* AJG 7J( CJA (/F' F9ED G0',Neutral
14054,48052260,J*9DEF.,Neutral
14055,48052259,J4*:DF.,Neutral
14056,48052257,#F F.1,,Neutral
14057,48052247,"HGH J9DE E'0' JBHD ,J/K'.",Neutral
14058,48052256,B'D D'(/,Neutral
14059,48052255,AE'0' B'D G0' 'DE#AHF,Negative
14060,48052254,HFF,( #7A'D C+'1,Positive
14061,48052253,F*2H, #C+1 EF 2H,).,Positive
14062,48052252,J9FJ %-F' AJ E,*E9F' 'D(/HJ 'DAD37JFJ.,Neutral
14063,48052251,CF' %-F' AJ 'D*39JF'*.,Neutral
14064,48052250,%J4 C'F (JBHD (J1*3,Neutral
14065,48052249,'D"F (J1*3 'DJHE %DG J9FJ EHB9 '3*1'*J,J DD'3*.('1'* H'3*1'*J,J HE' 4'(G.,Neutral
14066,48052248,#F' 3E9* 'DEB'(D).,Neutral
14067,48052126,%F C'F 'D%31'&JDJ) H:J1G'.,Neutral
14068,48052124,A,'!* 'DJHE 9/) E$33'*.,Neutral
14069,48051932,E+D' "G B3E %DDJ GH 1'- 9DI "G E' J3EI 'DCFJ3* 'D%31'&JDJ H%D' F-F (BJ'/) 'D4J. 1'&/ 5D'- 1A6F' G0' 1A6' 1A6' J9FJ *'E.,Neutral
14070,48051992,A(/#* *6'JB 9DJF'. (/#* *6'JB 9DJF' HJ9FJ 51'-) H(CD *H'69 J9FJ -BB E9J 9/) E1'* AJ 'D 'DE.'(1'* 'D%31'&JDJ) HGO//* 9/) E1'* H'F3,F* #F' J9FJ CE EF E1) HJ9FJ A*4* 'D/'1 CE EF E1) HG0' AJ 3(JD 'DDG HD' HD' F97J DG ('D'K -*I AE$33) 'DFB( DD#16 H'D%F3'F AJ JHE -81 'D-1C) 'D%3D'EJ) -81H' 'DE$33) FA3G' H,'!H' DEC'*(G',Negative
14071,48052001,"ADE J9,( G0' 'D#E1 B'DH' 'D4J. 1'&/ J3HJ 9DJF' %J4 'FBD'( AJ 'DFB( AG0' J9FJ E.*51 EAJ/",Neutral
14072,48052000,,(F' EJ E+D'K -*I DDE/'13 %DDJ GJ 'DEJ2'FJ) 'DE/13) EFGE EF EF 'DE$33) D%31'&JDJ) EF 'D/HD),Positive
14073,48051999,"AF-F (E$33) 'DFB( DD'16 H'D'F3'F 9(/F' 'D71JB  E' #9,( 'DE$33) 'D%31'&JDJ).",Neutral
14074,48051998,EF 'D(9/ 9F 'D4'19 'D1&J3J!,Negative
14075,48051997,7( EECF A'D71JB) *EH* GJ H7ADG'!,Negative
14076,48051996,"10 CE H#-J'F' #C+1 J9FJ DE J5D E'! HDE J5D 'DCG1('! HDE *CF GF'C 71B E9(/) *5H1 #.J J9FJ %JG 'E1#) *1J/ #F *0G( %DI 'DE3*4AI DCJ J9FJ %JG *F,( 7AD'K E+D'K",Negative
14077,48051995,EF G0G 'D-1C) HEF G0G 'DE$33) 'D 'D 'D E$33) DDFB( DD#16 H'D%F3'F. 4HA J9FJ *5H1 #.J %F 10 CE,Neutral
14078,48051994,ADE'0' 9N/E 'D'D*A'A 'DF'3 -HD G0G 'DE$33) H-HD E41H9 'D-1C) 'D%3D'EJ) D#F 'D#019 'D#EFJ) 'D%31'&JDJ) .HA* 'DF'3,Negative
14079,48051993,AJ /J1)  (J1 'D3(9.,Neutral
14080,48051991,G0' 'DE9FI.,Neutral
14081,48052003,H'D#3'3J AJ '9*B'/J #F 'D#J/J 'D.AJ) 'D%31'&JDJ) .HA* 'DF'3 EF 'D'D*A'A -HD E$33) 'DFB( DD#16 H'D%F3'F.,Negative
14082,48051990,A,'!* 'DE$33) 'D%31'&JDJ) HE'0' A9D* B'D* G0' 'D4J. 1'&/ H/G J3HJ H/G H/G J(/# JA*- AC1 'D(/H A'DFB(,Positive
14083,48051989,HBEF' (E5F9 #D('F H'4*1JF' E' JB'1( 500 1'3 E'4J J9FJ E'92 HJ9FJ 3E'1 H(J'6 (*91A DJ4 J9FJ 3E'1 H(J'6 A(/#F' ((F'! E(FI DDE5F9 H'4*1JF' CD E' JD2E E' J9FJ J,( #F F4*1JG,Positive
14084,48051988,-'HD* *BJE E5F9 'D('F,Positive
14085,48051987,E$33) 'DFB( DD#16 H'D%F3'F AJ 9'E 2010.,Positive
14086,48051985,"HH69* J/G' 'D.AJ) 'D#019 'D#EFJ) 'D%31'&JDJ) AE' F,-F' #F FBJE",Negative
14087,48051984,AJ 'DFB(,Neutral
14088,48051983,%JG #H *CHF E/13) #GDJ),Neutral
14089,48051982,GH %F3'F J9FJ :J1 EO3J3 CD %F3'F #HD' (BDC AJ 0'C 'D2E'F J9FJ GH %F3'F (3J7 :J1 EO3J3 DCF 'DJHE HGH EO3J3 HAJ D,F) *H,JG 3F*-/+ 9FG' %F 4'! 'DDG A(/#* 'D-1C) 'D%3D'EJ) %JG *GJ& 'D81HA DCJ JCHF,Neutral
14090,48052002,A'D 'D#E1 'D#HD.,Neutral
14091,48052004,#F' #F' G0G 'D#J/J 'D.AJ) (/J #.DJG' CE'F DE-H1 J9FJ %DDJ GH JECF 'DJHE E1*(7 H'6- (/.HD 'D4('C %DI 'DEF'7B 'DJHE AJ F.( ,/J/) HAJ BJ'/'* ,/J/) EH,H/) J9FJ 'D#J/J 'D.AJ) %DDJ C'F* %DDJ (*-CJ 9FG' 2E'F JECF 'DJHE 5'1 DG' H69 #C+1 H#BHI  C'F*,Neutral
14092,48051980,*.HA 'DF'3 EF G0G 'D-1C) 'DE-8H1) %31'&JDJK',Negative
14093,48052016,JD'.,Neutral
14094,48052025,D#F E' AJ 4E3 9F/F' HEECF 'D7'B) 'D4E3J) 'DEH,H/),Neutral
14095,48052024,EECF 'DCG1('! 'D'F E+D'K *7AJ 'DCG1('! 'D"F DJ4,Negative
14096,48052023,'D#E1 'D+'FJ 'DCG1(',Neutral
14097,48052022,ACJA #F' CD 'DHB* (/J #-7 7'3) E+D'K 94'F #3E9 7HB 7HB 7HB CD 'DDJD HGJ (*F2D EJ E'4J G0' #E1 #HD,Neutral
14098,48052021,"CD 'D/'1 CD 'D/'1 (*F2D 'DEJ) 9DI 'D#(F'! H'D(F'* AJ EF'7B AJG' (*F2D EJ",Neutral
14099,48052020,5-.,Neutral
14100,48052019,5-J-,Neutral
14101,48052018,AJ B(D #J'E C'F* GF'C EF.A6 ,HJ.,Neutral
14102,48052017,"E+D'K #F' #3CF AJ B1J) E3DH() 'D'9*1'A.",Negative
14103,48052015,(-( #97JC 9F'HJF 9F'HJF.,Neutral
14104,48052005,"2E'F .AJ) 'DJHE E9DF) -*I J9FJ  (/J (/J (/J #3#D 9DI 4:D) GD#  H%F* B'9/ (*-CJ 9DI 9DI 'DB1I :J1 'DE9*1A AJG' H.DJFJ #-CJ D%FG ('D9'/) %-F' (F-CJ 9F  9F 'DB1I",Neutral
14105,48052014,JHEJ'*CE 9F'HJF.,Neutral
14106,48052013,JHEJ'*CE.  (-(,Neutral
14107,48052012,7J( #F' #3CF AJ B1J) E3DH() 'D'9*1'A #F' (/J #97JC -',) (3J7) ,/' E+D'K,Neutral
14108,48052011,'DDGE 5DJ H3DE H('1C 9DI -(J(J E-E/,Positive
14109,48052010,"%JG HE9D4 '3E- DJ (9J/K' 9F 'D5H1 'DFE7J) %DDJ GJ -BJB) (3 C+1) *C1'1G' .DI 'DF'3 E' **H'5D E9G' %DDJ GH 'D7AD E-*', 4J 3'9*JF 94'F J1H- 9 'DE/13) #F' A'GE %FG AJ 7AD A9D'K (E4J 3'9*JF 94'F (1H- 'DE/13) (3 #97JFJ JHEJ'*CE #F*E 2J E' (*9J4HG' EFG' %FG J9FJ #F' EEFHF C+J1 %FG AJ CG1('! -'DJK' HAJ (7'1J)  AJ %6'!) E/(1JFG' 'D,E'9) 94'F F9ED G0G 'DEB'(D) J9FJ G0' 'DDB'! *A6D",Positive
14110,48052009," AJ 'DB1I :J1 'DE9*1A AJG' (JF BH3JF ""'DB1I E3DH() 'D'9*1'A"" ,E9F' 'D'*FJF E9 (96 *E'E G'G'G' 7J( J.DJC HJ/JEC. (/J #3#DC %J (/J *-CJDJ %F* BD*DJ %FG %F* 3'CF AJ B1J) E3DH() 'D'9*1'A *E'E E' (/J F-CJ 9F (4CD 9'E 9DI 'D-J') AJG' CJA (*CHF #-CJ DJ 9DI JHEJ'*CE JHEJ'* 'D(J* JHEJ'* 'D#GD JHEJ'* 'DF'3 %DDJ -H'DJC HCJA GJ 4CDG' (9J/' 9F",Neutral
14111,48052008,GE 3D(H'  'D'9*1'A,Negative
14112,48052007,"D' 'F' (3 (/J #5-- 'DE57D- B1I E3DH() 'D'9*1'A D#FJ #F' (9*1A AJ B1J*J",Neutral
14113,48052006,J9FJ,Neutral
14114,48051981,*.HA 'DF'3 #F G0HD %JG 7(9K' EF 2JC (J91A %FG C'F 49'1F' #J6' 'D#B5I AJ .71 AC'F DG EG1,'F 3FHJ C'F (G2 G2 J9FJ H('D*'DJ C'FH' J.HAHF 'D#GD AJ 'DFB( H'D#GD AJ 'DFB( (7(J9*G J9FJ 'D#GD AJ 'DFB( (7(J9*G :J1 EO3J3,Negative
14115,48051979,*ECJF. 'D"F  F-F AJ 'DFB( 9F/G' (/#* 'D#019 'D#EFJ) 'D%31'&JDJ),Neutral
14116,48052027,#H E+D' AJ 9F/F' 'DDJ (J3EHG 'DE'*H1 (*91A %F* 'DEH*H1 'DCG1('&J.,Neutral
14117,48051944,9F/F' 'DFB( J,( #F JCHF GH 'D9EB 'D'3*1'*J,J DD/'.D 'DAD37JFJ.,Neutral
14118,48051953,7J( 4H (/F' F3HJ AJ G0' 'D 'DE93C1 'D*H'5D B(D %F4'! E$33) 'DFB( DD#16 H'D%F3'F. 7J( 4H (/F' F9ED,Neutral
14119,48051952,AAJ 'D 2005  AC1 'D4J. 1'&/ H%.H'FG H#F' 'DDG 9(/ J9FJ -'DJK' J9FJ CF' AJ  %/'1'* 'DEF7B) E' CF' AJ %/'1'* B71J) AC1H' B'DH' D'(/ #F FBHE (E93C1 *H'5D (JF 'DFB( H'D/'.D 'DAD37JFJ EF 'D,DJD H'DE+D+ H'DE/F 'D3'-DJ).,Neutral
14120,48051951,AAC1* 'D-1C) 'D%3D'EJ) 'DE-8H1) %31'&JDJK' 7J( DE*I %-F' (/F' FJ,J F.7( HJ9FJ .7'('* 1F'F) HCDE'* */:/: 'DE4'91 HE' 4'(G H'D1H-,Negative
14121,48051950,"E' J3EI AJ 'D/'.D 'DAD37JFJ JHE 'D#16 'D0J B*D AJG 'D4('( '3*4G/ AJG 'D4('( AJ 91'() #H AJ 3.FJF HE' 4'(G.",Negative
14122,48051949,"ACE' *9DE %F AJ CD %J %J 3F) EF 30 "0'1 30 *D'*) GF'C JHE #16.",Neutral
14123,48051948,H*,9DGE E*F'A3JF AJE' (JFGE H*,9DGE J*B'*DHF AJE' (JFGE.,Negative
14124,48051947,H'DE$33) 'D%31'&JDJ) -'HD* #F *GE4 'DFB( H*,9D EF 'DFB( B('&D H94'&1 H-E'&D HB1I HE6'1(.,Negative
14125,48051946,EF ,EJ9 'DE,'D'*.,Negative
14126,48051945,D#F 'DFB( EOGE4.,Negative
14127,48051943,7(9' %JG %-F'  C-1C) %3D'EJ) E-8H1) %31'&JDJK'.,Neutral
14128,48051955,F9(/ 'D71B.,Positive
14129,48051942,CF* E3$HD 'D-1C) 'D%3D'EJ) 'DE-8H1) 'D%31'&JDJ) %31'&JDJK' CD 'DFB( -*I #F' -81* EF 'D#3E'! 'D*J -81* E9 'D4J. 1'&/ 'D4J. CE'D H'D4('( %DDJ C'FH' E9F'.,Negative
14130,48051941,EF 2012 AJ GF'C C'F 'F*.'('* EF 2012 -*I -81 'D-1C) 'D%3D'EJ) CF* E3$HD CD 'DFB(.,Negative
14131,48051940,2012 E3$HD -H1).,Neutral
14132,48051939,(/#* 51* E3$HD -H1) DD#DAJF *B1J(' 2012.,Positive
14133,48051938,AJ 'D 'D 'D%/'1'* 'D-1C) 'D%3D'EJ) A' (/JF' FCHF 4O9( -*I H5D* 49() -H1) %DDJ GJ FB( C(J1 H4O9() -H1) HJF E' (3CF #F' A3(-'F 'DDG 9DI 7HD J9FJ ACF* AJ %/'1) G0G 'D4O9() (9/ 45 3FJF 51* E3$HD -H1).,Positive
14134,48051937,A(/JF' FF.17 AJ 'D 'D 'D-1C) 'D%3D'EJ) -*I CHFF' 7(9' (*91A %F* **CHF 4O9(.,Neutral
14135,48051936,D/1,) %F E3$HDJF C'FH' AJ 'DFB( (J,H' (JBHDH' J' 4J. #3'E) D' E' CF* J9FJ HB*G' (JBHDH' #(H J-JI %F* 7J( J9FJ DJ4 %F* E'4J) E9GE G/HD *9'D JE4J E9F' (#BHD D' J' 9EJ DH (/J #6D D-'DJ #F' HD' /E4J 9DI CFJ3* HD' :1( EF J9FJ EF (/'J) 'D 'F4B'B.,Neutral
14136,48051935,"G J9FJ # '1*-* DG0G %JG %0' 5- 'D*9(J1 J9FJ DG0' 'DA&) 'D*J B'/G' 'D4J. 1'&/ 5D'- A(/J* #F.17 AJG' 9DEK' %F 'DFB( CDG' "F0'C CD 'DFB( C'F "F0'C ,FH(.,Positive
14137,48051934,(3 3(-'F 'DDG #F' J9FJ DE' 4HA* %FG AJ CFJ3) HAJ 'D 'D 'DB3E 'D+'FJ %DDJ GH (JBHD D' J' 9EJ %-F' 9DI 'D+H'(* 9DI 'D#16 H9DI 'D(J* H9DI 'D%F3'F H9DI 'DE3,/ 'D#B5I (*91A 4( J9FJ 9F/G EAGHE H7FJ 9F/G EAGHE 'F*E'! (3 3(-'F 'DDG,Positive
14138,48051954,B'DH' E+D',Neutral
14139,48051956,D#FG AJ 'DB1I 'D:J1 E3DH() 'D'9*1'A E' AJ.,Neutral
14140,48051978,'D*ECJF 'D"F.,Neutral
14141,48051968," 'DE3$HD DDFB( D#FG' E$33) 'DFB(. E$33) 'DFB( DD'16 H'D%F3'F -81* CE'F GJ J9FJ ('3EG' -81* E$33) 'DFB( DD#16 H'D%F3'F E-8H1) DJ4 D#F 'D-1C) 'D%3D'EJ) 'DE-8H1) #31'&JDJK' B'D* 7J( F-F' (3 (/F' FF*81 EF 9'E %DI 9'E",Negative
14142,48051977,'D*-/J.,Neutral
14143,48051976,(*ECF 'DF'3.,Neutral
14144,48051975,"CF' F*H, G0' 'DE93C1 (EG1,'F DCD 'D/'.D 'DAD37JFJ HC'F J(+ %DI CD 'D4*'* H%DI CD 'D9'ED 'D9'DE 9(1 'DA6'&J'* 7(9' G0' DE J9,( 'DE$33) 'D%31'&JDJ) H#019G' 'D#EFJ) DJ D#FC %F* B'9/ %J4 (*3HJ (*,// AC1 'D'F*E'! 'D5EH/",Positive
14145,48051974,"(E' *9ED E9 'DF'3 A*G'A*H' 'DF'3 9DJG' H(/#H' JD*AH' -HD G0G 'DE$33) HCF' F#*J J9FJ (-'AD'* CD 9'E CD 9'E F#*J (-'AD'* HF*H, 'D9ED HF*H, G0' 'D9ED 'D0J J3EI E93C1 'D*H'5D 'D#HD H'D+'FJ H'D+'D+ H'D1'(9 -*I 12 E93C1.",Positive
14146,48051973,'D5F'/JB 'D'F*.'(J),Neutral
14147,48051972,(E' *9ED E9,Neutral
14148,48051971,AJ -H'DJ E' JB'1( 'DJHE 'DJHE C'F #HD J9FJ -H'DJ 40 B1J) E3DH() 'D'9*1'A HDCF 'DJHE 'DJHE GJ E9 'DB3HE HH'-) 'D5-1'! E' JB'1( 18 B1J) E3DH() 'D'9*1'A A(/#H' 'DF'3 J*G'A*HF 9DI G0G 'DE$33) D#F GJ 5'/B) HD' *1J/ EB'(D.,Positive
14149,48051970,"DCJ *BHE 9DI ./E'* JHEJ) E9 #GDF' AJ 'DFB( 7(9' 'D#GD AJ 'DFB( 'DJHE +D'+EJ) H941JF #DA.",Positive
14150,48051969,DCJ F3'9/ 'D#GD AJ 'DFB( D'(/ #F FBJE %J4 E$33) A#BJE* E$33) 'DFB( 'D#16 H'D%F3'F,Positive
14151,48051967,"A(9/ 3F) BEF' (E$33) 'DFB( DD#16 H'D%F3'F 7(9K' #F' E4 E3$HDG' AJ %DG' E3$HDJF H#F' D'  DE #CF 96H' AJG' -*I D#FJ CF* E3$HD -H1) H(9/JF CF* E3$HD ",Neutral
14152,48051957,71B E' AJ ./E'*.,Negative
14153,48051966,EF %DDJ (J9EDH' AJ %J4 AJ 'DFB(.,Neutral
14154,48051965,J9FJ EF GH G0' %DDJ ,'J 9DI 'DFB( %D' H%DG E5'D- %D' (/H CFJ3* %D' (/G 29'E) J9FJ (/H +E1),Neutral
14155,48051964,D%FG G0' 4J! ,/J/.,Negative
14156,48051963,A51'-) AJ 'D(/'J) #GDJ AJ 'DFB( %J .'AH'.,Negative
14157,48051962,%JG # #-J'F' 7'B) 4E3J) J9FJ CD 'D.JE AJ E6'1(F' E' AJG' C'F  CG1('! %0'K FH5D J9FJ CD 'D./E'* 'DJHEJ),Negative
14158,48051961,#J FH5D #F'(J( EJ'G.,Neutral
14159,48051960,E' C'FH' (H5DH' 'DEJ2'FJ) F219 'D2J*HF F97J 'D4'( E' E9FI 'D'F*E'! 21'9) 'D2J*HF AJ 'D#16.,Negative
14160,48051959,E' C'F (JH5DH' 'DEJ2'FJ).,Negative
14161,48051958,,E9 E+D' F4J/ 'D 'D 'D 'DE/'13 E/'13F' E/'13F' %DG' EJ2'FJ) EF 'D/HD).,Neutral
14162,48052026,"*.D5 'DCG1('! %DDJ AJG' H*7AJ HF(7D #F' HJ'C F-CJ 'D"F E+D'K 9DI 3(JD 'DE+'D",Negative
14163,48052028,'G.,Neutral
14164,48052123,D%FG GE (JBHDH' 'DJHE %FG #GD 'DFB( GE :2') HGE 3J71H' 9DI 'D#16.,Negative
